ID,Name,Owner,Dine_Type,Mailing_Address,Billing_Address,Postal_Code,Phone_1,Phone_2,Email,Website,Business_Operation_Year,Business_Owner_Year,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Guest_Capacity,Business_Start_Hour,Business_End_Hour,Franchise,Own_Lease,Income_052019_102019,Income_052020_102020,Income_052021_102021,Profit_052019_102019,Profit_052020_102020,Profit_052021_102021,Customers_Weekly_Before_Covid,Customers_Weekly_During_Covid,Customers_Weekly_During_Reopen,Helpfulness
78,A& W,Julio Glover,Restaurant,359 BROADVIEW AVE,359 BROADVIEW AVE,"NA",4979537421,1346923285,t@tyeonpumc.utb,"NA",11-20 years,Over 20 years,14,10,8,33,13,25,Y,Y,Y,N,Mediterranean,N,Average,83,12,20,Y,Own,1476651,381839,2570950,14708,8964,3143,470,25,218,2
79,A&W,Sandy Doyle,Restaurant,"1190 DANFORTH AVE, Bldg-1190","1190 DANFORTH AVE, Bldg-1190","NA",8574726732,2182548526,uombyigtv@ouchdvmfyx.kos,"NA",6-10 years,1-5 years,12,12,25,39,0,8,Y,N,Y,N,Mediterranean,N,Average,38,12,17,N,"Lease, want to purchase",3511493,487552,1131539,455,17988,438,154,366,254,1
80,A&W,Virgilio Dicki,Restaurant,1606 DANFORTH AVE,1606 DANFORTH AVE,"NA",4211647128,4618121764,fru@bjczd.yjn,"NA",Under 1 year,1-5 years,27,21,10,39,28,23,Y,Y,Y,N,Indian,N,Average,126,9,18,N,Lease,3868308,346485,2673792,32440,10620,19414,49,434,215,2
81,A&W,Keneth Wolf,Restaurant,659 DUPONT ST,659 DUPONT ST,"NA",4597295439,1529571834,nioexjrma@crqoiwdj.ydt,"NA",6-10 years,Under 1 year,8,5,16,35,10,11,Y,Y,N,Y,Indian,Y,High-end,25,9,18,N,Lease,4873455,517064,2888932,8937,23639,27482,65,307,349,4
82,A&W,Rolf Kulas,Restaurant,"1118 FINCH AVE W, Unit-1","1118 FINCH AVE W, Unit-1","NA",1259166178,2948594539,zvlacxj@te.sbw,"NA",Over 20 years,Over 20 years,12,13,18,39,16,32,Y,Y,Y,N,Japanese,Y,Average,102,10,18,N,Lease,2975046,869180,2395277,11593,3319,7601,144,418,474,2
83,A&W,Louvenia Toy,Restaurant,505 JARVIS ST,505 JARVIS ST,"NA",7391846258,3753457584,pvxmn@kt.qur,"NA",Under 1 year,6-10 years,12,17,4,21,18,6,Y,N,Y,N,Chinese,Y,High-end,20,10,17,Y,Own,2282297,927456,3101983,11326,9753,17366,496,418,75,4
84,A&W RESTAURANT,Mabel Ruecker,Restaurant,"2151 ST CLAIR AVE W, Bldg-0","2151 ST CLAIR AVE W, Bldg-0","NA",1939829715,1721687352,qxhfmtcpn@ygpmjoa.cvp,"NA",Under 1 year,6-10 years,12,21,6,9,5,25,N,Y,N,Y,Chinese,N,Average,44,11,19,N,Lease,947367,868644,128501,28465,21392,19430,375,36,483,3
85,A+ SUSHI & BIBIM,Abbie Bruen,Restaurant,1345 QUEEN ST W,1345 QUEEN ST W,"NA",3189327392,3943588316,puzxrwjafi@sdhcti.qpd,"NA",Under 1 year,6-10 years,24,24,21,19,37,25,Y,N,Y,N,Chinese,N,Low-end,53,11,20,N,Own,1011906,142513,1495898,28420,4819,19606,173,197,269,2
86,A-GAME CAFE,Dana Schowalter,Restaurant,797 DUNDAS ST W,797 DUNDAS ST W,"NA",3159721358,1743242187,ecgqopwhti@kbitx.tuk,"NA",1-5 years,11-20 years,15,9,19,31,25,15,Y,Y,Y,N,Mexican,Y,High-end,7,10,22,N,Lease,4648438,673657,3750619,29378,3877,657,499,364,434,4
87,A-OK CAFE,Fredrick Krajcik,Restaurant,50 BLOOR ST W,50 BLOOR ST W,"NA",8966833864,6352393678,xafmpylod@vdalkoc.bag,"NA",Over 20 years,6-10 years,28,18,25,26,34,25,Y,Y,Y,N,Others,N,Low-end,144,9,22,N,Own,1645949,223111,3119527,24494,8699,8696,222,457,68,2
88,A.C. RANCH CAFFE,Winford Schmitt,Restaurant,1220 ST CLAIR AVE W,1220 ST CLAIR AVE W,"NA",1924598195,2812892376,tboanvjsx@gtbjfhqs.amc,"NA",Under 1 year,11-20 years,26,10,28,34,10,33,Y,N,Y,N,Indian,Y,Low-end,118,11,21,Y,Lease,4654832,30906,4288417,34901,621,31379,393,372,396,4
89,A1 NEW YORK FRIED CHICKEN/A1 OURKITCHEN,Dee Witting,Restaurant,"2300 FINCH AVE W, Unit-# 52","2300 FINCH AVE W, Unit-# 52","NA",1394921498,8439629625,h@pin.qpb,"NA",1-5 years,Over 20 years,5,7,13,11,26,39,Y,Y,N,N,Mexican,N,Average,82,12,17,N,Lease,1676354,223099,4920195,16828,18307,31696,207,466,318,1
90,AAA,Bernardo Ondricka,Restaurant,1276 QUEEN ST E,1276 QUEEN ST E,"NA",3716738173,6759746759,pgmf@rtxejgn.aun,"NA",6-10 years,1-5 years,15,16,28,26,37,39,Y,Y,Y,Y,Chinese,N,Low-end,87,9,21,N,"Lease, want to purchase",3647401,565653,4214407,23720,14171,27928,53,19,73,2
91,AAA BAR,Shelly Hickle,Restaurant,138 ADELAIDE ST E,138 ADELAIDE ST E,"NA",8548126351,3548164179,mnoyltqvca@phsmkaw.pib,"NA",6-10 years,6-10 years,23,17,25,24,4,20,N,Y,N,N,Greek,N,High-end,11,11,18,N,Own,2982339,981906,548184,17355,11133,19347,489,268,317,3
92,AAA PUBLIC HOUSE,Jeramy Dibbert,Restaurant,598 GERRARD ST E,598 GERRARD ST E,"NA",2795933945,5245124915,qcbpfhr@xjdw.pji,"NA",11-20 years,1-5 years,16,17,5,26,16,18,N,Y,N,N,Chinese,N,Average,23,11,22,N,Own,4655549,622490,2008696,8907,22406,33385,36,77,219,2
93,AAAMAZING SALAD,Sherwood Grant,Restaurant,82A ADELAIDE ST E,82A ADELAIDE ST E,"NA",8953869418,8794876875,lhr@xl.hvt,"NA",Under 1 year,Over 20 years,16,23,13,32,3,4,Y,N,N,N,Others,N,High-end,42,10,18,Y,Lease,2949636,666130,2055086,39765,20708,17537,217,414,130,3
94,AANCH MODERNISTIC INDIAN CUISINE,Bertram Mills,Restaurant,259 WELLINGTON ST W,259 WELLINGTON ST W,"NA",5686932158,5235768963,rjhkfl@giodjqcfep.kgw,"NA",Under 1 year,1-5 years,21,1,3,27,32,17,Y,N,Y,Y,Thai,N,Low-end,143,10,17,N,Own,1234746,251524,7404,22048,16516,19291,426,483,233,3
95,ABOGIDA LOUNGE,Monika Reilly,Restaurant,1393 DANFORTH AVE,1393 DANFORTH AVE,"NA",3421383495,6196351658,rng@xyetloks.bou,"NA",11-20 years,6-10 years,28,14,7,13,0,12,Y,Y,N,N,American,Y,High-end,23,12,19,N,Own,1486759,474803,3275823,12428,3642,25472,65,367,413,3
96,ABSINTHE COFFEE HOUSE CAFETERIA - PRIVATE ACCESS,Dorothea Kuhn,Restaurant,"4700 KEELE ST, Unit-13","4700 KEELE ST, Unit-13","NA",8721531962,1352413261,bqdluzrcge@bsk.kam,"NA",1-5 years,11-20 years,28,10,11,24,27,19,N,Y,Y,N,Chinese,N,High-end,83,10,18,N,Own,3601367,354526,650539,29915,13373,2072,258,155,56,1
97,ABSOLUTE COMEDY,Hank Bins,Restaurant,"2335 YONGE ST, Unit-2","2335 YONGE ST, Unit-2","NA",3272659214,3462169261,i@nq.dbc,"NA",1-5 years,11-20 years,15,28,4,13,39,35,Y,Y,Y,N,Mediterranean,Y,Low-end,123,12,20,N,Lease,1819603,316126,352310,7385,4097,24165,348,388,372,2
98,ABU HUMMUS,Chris Witting,Restaurant,199 BALDWIN ST,199 BALDWIN ST,"NA",8315196234,9188493246,z@vkewrq.cps,"NA",1-5 years,Under 1 year,28,25,22,27,20,4,Y,N,N,N,Greek,N,Average,44,11,22,Y,Own,2887786,621962,2210601,3154,24587,34557,391,405,72,1
99,ABURI HANA,Harland Mueller,Restaurant,102 YORKVILLE AVE,102 YORKVILLE AVE,"NA",5483568714,6274919754,evzblfj@cykmjos.qxr,"NA",1-5 years,1-5 years,10,6,12,23,32,32,Y,Y,Y,N,Mexican,N,Low-end,98,9,20,N,Lease,2175881,932382,1906411,10573,15628,16194,4,188,142,1
100,ABYSSINA ETHIOPIAN RESTAURANT,Cristopher Johnston,Restaurant,884 DANFORTH AVE,884 DANFORTH AVE,"NA",8764939641,1346315146,q@bgp.ltn,"NA",1-5 years,Under 1 year,13,26,6,17,34,33,Y,N,Y,N,Greek,Y,Average,70,12,21,N,Own,4377206,115133,1486958,31327,15421,21620,252,268,310,1
101,AC CAFE,Regan Raynor,Restaurant,55 HARBORD ST,55 HARBORD ST,"NA",1462136327,9583426479,cbalmz@ptvbj.tfq,"NA",Over 20 years,11-20 years,18,11,8,25,17,1,Y,Y,N,N,Greek,Y,High-end,12,12,18,Y,Lease,4322564,656635,1806635,33326,13037,24500,184,313,380,2
102,ACAI CONCEPT,Monroe Dibbert,Restaurant,829 DUNDAS ST W,829 DUNDAS ST W,"NA",5365265461,8711477196,xsu@hiym.tug,"NA",1-5 years,6-10 years,15,7,26,27,10,29,Y,Y,N,N,American,N,Average,100,12,18,N,Lease,4033029,872541,4312623,35658,11277,19494,136,494,248,1
103,ACQUA DOLCE,Ernie Borer,Restaurant,50 PRINCE EDWARD IS CRES,50 PRINCE EDWARD IS CRES,"NA",2853683421,9716579182,m@x.ruq,"NA",1-5 years,11-20 years,18,11,14,30,11,25,Y,Y,Y,N,Greek,N,Low-end,76,11,19,Y,"Lease, want to purchase",237933,563341,1845337,38502,21626,16778,226,476,105,4
104,ACTIONLITE RESTAURANT,Norene Predovic,Restaurant,971 OSSINGTON AVE,971 OSSINGTON AVE,"NA",7898312814,5328653148,p@dbycpnrzw.rni,"NA",11-20 years,1-5 years,19,29,3,16,6,5,Y,N,Y,N,Vietnamese,N,Low-end,141,10,20,N,Own,3257626,483817,3546623,1390,7516,15978,227,203,436,1
105,ADAM'S PUB,Mickey Turner,Restaurant,1760 VICTORIA PARK AVE,1760 VICTORIA PARK AVE,"NA",9419813746,8734167861,ngjksxl@l.avj,"NA",6-10 years,Over 20 years,26,9,10,12,19,9,Y,Y,Y,N,Greek,N,Average,113,9,21,N,Own,2364041,407004,383681,24923,10547,20867,191,361,297,2
106,ADAM'S SHAWARMA,Luigi Grant,Restaurant,78 WELLESLEY ST E,78 WELLESLEY ST E,"NA",4828431384,4654178492,sy@kxiayrtfpl.ejy,"NA",1-5 years,Under 1 year,9,8,3,24,2,23,Y,N,Y,Y,Vietnamese,N,Average,99,9,19,N,Lease,240973,161502,3419014,34815,2985,484,444,42,477,4
107,ADAMSON BARBECUE,Jules Ward,Restaurant,176 WICKSTEED AVE,176 WICKSTEED AVE,"NA",1739648239,2871291468,dwegnt@bxhzpwtd.anb,"NA",1-5 years,Under 1 year,17,25,19,28,25,10,Y,Y,Y,N,Chinese,N,Average,36,9,18,Y,Lease,3101100,281931,930317,6934,24862,39998,334,46,160,2
108,ADDIS CAFE & DONUT,Darrell Heidenreich,Restaurant,"3200 DANFORTH AVE, Unit-4","3200 DANFORTH AVE, Unit-4","NA",8924586952,8432452684,bzlaqxo@fdgj.oib,"NA",6-10 years,1-5 years,8,29,3,27,2,9,Y,Y,N,N,Italian,Y,Average,32,12,18,N,Lease,2263200,387447,4736930,20433,9116,13778,297,236,133,1
109,ADEGA RESTAURANT,Dominick Mante,Restaurant,33 ELM ST,33 ELM ST,"NA",7842562691,4191929345,bq@ba.acn,"NA",11-20 years,6-10 years,12,7,16,25,27,12,Y,N,Y,N,Japanese,N,Low-end,42,10,22,N,Own,796367,633752,4752688,27918,10068,34591,71,207,130,2
110,ADI BIRYANI & KABOB HOUSE,Wilson Swaniawski,Restaurant,462 BIRCHMOUNT RD,462 BIRCHMOUNT RD,"NA",4518238341,3562953174,kduacntgeq@tcuaknjbze.jfv,"NA",11-20 years,1-5 years,20,24,29,26,16,14,Y,Y,Y,N,Indian,N,Low-end,62,9,21,N,Own,3150605,125523,450737,34976,19966,152,290,17,237,2
111,ADONAI,Timothy Dietrich,Restaurant,4164 KINGSTON RD,4164 KINGSTON RD,"NA",4658948529,9716195816,ovl@grzksfmv.xnc,"NA",1-5 years,6-10 years,21,1,11,9,32,37,Y,N,Y,Y,American,Y,Low-end,9,11,22,Y,Own,103012,816352,4352939,3554,21593,17914,131,47,404,4
112,ADVANTAGE HEALTH MATTERS INC.,Marylou Cruickshank,Restaurant,5787 STEELES AVE W,5787 STEELES AVE W,"NA",7813571357,7814198472,vafzswqpn@rzl.fzw,"NA",1-5 years,Under 1 year,7,4,23,26,20,17,Y,Y,Y,Y,Mexican,N,Low-end,123,9,21,N,Lease,819947,197785,912801,6327,7751,39684,198,93,455,2
113,AFANTY UYHHUR HALAL RESTURANT,Thea Williamson,Restaurant,"5651 STEELES AVE E, Unit-D6","5651 STEELES AVE E, Unit-D6","NA",1767518326,7356913154,ehigbtuk@cso.oqz,"NA",Over 20 years,Over 20 years,7,8,20,30,33,15,Y,N,Y,N,Korean,N,Average,135,12,18,N,"Lease, want to purchase",474175,776848,2472502,24138,4257,23645,193,274,111,1
114,AFGHAN CUISINE,Merry Tremblay,Restaurant,66 OVERLEA BLVD,66 OVERLEA BLVD,"NA",8355636529,3245326387,nehorqtly@agbxd.wjt,"NA",1-5 years,Over 20 years,11,8,24,11,26,31,Y,N,Y,N,Others,N,Average,57,11,20,N,Own,2114649,600597,1443603,19447,24059,12208,347,191,429,1
115,AFGHAN KEBOB CUISINE,Roderick Bauch,Restaurant,"2298 ISLINGTON AVE, Bldg-0","2298 ISLINGTON AVE, Bldg-0","NA",6133275924,1681272687,gufhzm@tcjnuibvrx.phc,"NA",Over 20 years,Over 20 years,29,14,29,30,2,30,N,Y,Y,N,Mexican,Y,Average,77,11,19,Y,Own,3280044,98326,635542,11574,3874,2055,243,72,91,1
116,AFRICAN CHOP BAR,Lewis Graham,Restaurant,"2503 FINCH AVE W, Bldg-0","2503 FINCH AVE W, Bldg-0","NA",9634168357,7818738934,gcu@th.kxz,"NA",6-10 years,Over 20 years,10,8,11,17,0,26,N,N,Y,N,Greek,Y,Low-end,131,11,18,Y,"Lease, want to purchase",4301090,283471,2839024,39079,9467,22186,348,33,25,1
117,AFRICAN DELIGHT CAFE & RESTAURANT,Doug Davis,Restaurant,1180 BLOOR ST W,1180 BLOOR ST W,"NA",3197423547,5498253468,ydlfzp@hvwzpldt.kdt,"NA",Under 1 year,Under 1 year,21,7,8,23,14,10,N,N,Y,N,Korean,N,Average,122,10,17,N,Lease,2009544,863112,2932729,1624,3388,1631,475,242,481,1
118,AFRICAN PALACE RESTAURANT,Maxwell Botsford,Restaurant,977 BLOOR ST W,977 BLOOR ST W,"NA",2855265328,9751648962,pofe@kramdctbz.cpe,"NA",1-5 years,Over 20 years,12,9,19,35,23,6,N,N,Y,N,Mexican,N,Average,57,12,17,Y,Lease,2026188,802512,4872320,21758,7576,19236,363,207,48,4
119,AFRICAN PLAYER RESTAURANT,Caroline Schumm,Restaurant,1297 WESTON RD,1297 WESTON RD,"NA",6242143856,3457647215,kscudr@oqiptxez.kdq,"NA",6-10 years,6-10 years,9,3,20,30,31,9,Y,N,N,Y,Mexican,N,Average,103,12,18,N,Own,489077,806280,856867,19839,18089,22364,268,205,495,3
120,AFRICAN VILLAGE,Darron D'Amore,Restaurant,"2849 WESTON RD, Bldg-0","2849 WESTON RD, Bldg-0","NA",2739428476,9548416452,frywxjligs@bnaufwg.fog,"NA",1-5 years,Under 1 year,18,4,16,20,33,9,Y,Y,Y,N,Mediterranean,Y,High-end,59,9,19,N,Lease,974032,723117,3535172,12498,23058,9197,133,481,383,4
121,AFRO CONTINENTAL RESTAURANT,Marisha Mayer,Restaurant,849 ALBION RD,849 ALBION RD,"NA",7659288413,7641921539,nswcx@f.klm,"NA",1-5 years,6-10 years,10,3,29,18,30,28,N,Y,Y,N,Thai,N,Average,37,12,19,N,Own,605891,770882,3452533,39,798,11274,380,260,42,3
122,AFRO SPICE,Isaura Waelchi,Restaurant,45 FOUR WINDS DR,45 FOUR WINDS DR,"NA",4783822485,9318939184,dghlijo@zpky.rkm,"NA",Under 1 year,1-5 years,26,3,15,10,5,25,N,Y,Y,N,Others,N,Low-end,111,11,21,Y,Own,4119851,923830,3429328,32039,2539,20583,424,248,126,4
123,AGAINST THE GRAIN URBAN TAVERN,Carrol Fahey,Restaurant,125 QUEENS QUAY E,125 QUEENS QUAY E,"NA",6973849783,6594735732,jomkr@f.zid,"NA",11-20 years,11-20 years,13,1,11,10,27,17,Y,Y,Y,N,Vietnamese,Y,Average,29,11,20,N,Own,556094,605328,4668619,1495,13614,19904,449,402,341,4
124,AGENDA CAFE,Tristan Daniel,Restaurant,622 COLLEGE ST,622 COLLEGE ST,"NA",2675918792,7828394721,fildqrcvb@kml.dov,"NA",Under 1 year,1-5 years,24,10,19,14,39,14,Y,N,Y,N,Korean,N,Average,43,10,22,N,Lease,2796111,724861,3660851,32723,10892,29415,457,325,109,2
125,AGIO RISTORANTE,Hyo Leffler,Restaurant,1351 ST CLAIR AVE W,1351 ST CLAIR AVE W,"NA",1696927291,1298352195,ahkpd@vudnjf.gxu,"NA",Over 20 years,1-5 years,15,28,29,22,24,38,Y,N,Y,Y,Indian,N,Average,147,9,20,Y,Own,4017807,796316,1164841,29548,24905,39923,416,337,227,1
126,AGO BISTRO,Sherilyn Schuster,Restaurant,317 DUNDAS ST W,317 DUNDAS ST W,"NA",4696425984,9351535321,hazo@kxzqgod.aef,"NA",1-5 years,11-20 years,15,23,5,24,8,31,Y,N,N,N,Mexican,Y,Low-end,88,10,22,N,Lease,286259,724356,3079019,28936,14767,15989,481,495,462,1
127,AH SO SUSHI,Bryan Gusikowski,Restaurant,1005 LAKE SHORE BLVD E,1005 LAKE SHORE BLVD E,"NA",8173678637,3247955617,qlgz@ugvetix.dtn,"NA",Under 1 year,Under 1 year,22,3,1,19,38,32,Y,Y,Y,N,Others,N,Average,70,9,20,N,Own,3811546,907766,3884133,2407,3504,4229,138,330,296,4
128,AHZAR,Harry Rath,Restaurant,96 OSSINGTON AVE,96 OSSINGTON AVE,"NA",7497354193,9151396513,wjsrh@qjgsybhokm.poa,"NA",1-5 years,11-20 years,20,15,29,39,30,4,N,N,Y,N,Greek,N,Average,8,11,17,N,Own,3650876,866093,4789094,21948,8687,5967,113,263,416,1
129,AHZIMAE ZIPBAP,Derrick Green,Restaurant,6068 YONGE ST,6068 YONGE ST,"NA",4587639812,2411396754,vgytzob@sipeqwv.oai,"NA",11-20 years,Under 1 year,14,16,10,17,34,22,Y,N,Y,N,Greek,Y,High-end,21,11,20,N,Lease,952844,675791,3656981,13549,10824,27620,403,438,164,1
130,AISH TANOOR,Ami Von,Restaurant,994 EGLINTON AVE W,994 EGLINTON AVE W,"NA",9275978692,1967288715,yxfsuzatn@lf.osv,"NA",11-20 years,Under 1 year,24,7,12,31,26,23,Y,Y,Y,N,Greek,N,Low-end,127,11,20,Y,Own,1646992,797945,106752,18912,22816,4818,325,131,260,1
131,AJI SAI JAPANESE RESTAURANT,Benedict Klocko,Restaurant,467-469 QUEEN ST W,467-469 QUEEN ST W,"NA",1682842935,4319522436,xvktjqbwal@de.eaq,"NA",1-5 years,11-20 years,6,28,22,30,0,16,N,N,Y,N,Greek,N,High-end,87,9,21,Y,Own,2521890,420486,4460364,34600,11645,4761,388,407,217,3
132,AJI SAI RESTAURANT,Christiane Jacobi,Restaurant,783 DANFORTH AVE,783 DANFORTH AVE,"NA",9787917364,3688259341,zndw@dzuwprvtfc.kfi,"NA",Under 1 year,11-20 years,19,1,24,23,2,16,Y,N,Y,N,Mexican,N,Average,82,10,18,N,Lease,3809135,585815,1285471,7036,9905,32208,257,161,303,2
133,AJI SUSHI,Hallie Medhurst,Restaurant,"3999 KEELE ST, Unit-#1/BLDNGF","3999 KEELE ST, Unit-#1/BLDNGF","NA",3179366751,9577598672,skx@fi.nqu,"NA",1-5 years,6-10 years,23,14,14,20,28,35,N,Y,Y,Y,Italian,Y,Low-end,70,11,22,N,Own,1958228,224853,462607,27434,10915,13982,15,471,197,1
134,AJISEN RAMEN,Magda Conroy,Restaurant,5229 YONGE ST,5229 YONGE ST,"NA",8764194153,5971346293,okr@xkpojgure.dqx,"NA",Under 1 year,6-10 years,22,20,1,10,34,21,Y,N,Y,N,Chinese,N,Low-end,123,12,17,Y,Own,2101929,520226,4820488,31882,8471,10491,0,48,40,3
135,AJISEN RAMEN,Ammie Heathcote,Restaurant,"3720 MIDLAND AVE, Unit-115","3720 MIDLAND AVE, Unit-115","NA",6948291847,8324728962,rnxid@qhnsztlbj.xjt,"NA",1-5 years,11-20 years,19,20,13,21,31,36,Y,N,Y,N,Thai,Y,Low-end,76,10,19,N,Own,476390,523504,4625408,12521,8059,18911,74,481,405,4
136,AJISEN RAMEN,Edward Reichert,Restaurant,332 SPADINA AVE,332 SPADINA AVE,"NA",2968753518,6579133874,ao@eupo.epb,"NA",Under 1 year,11-20 years,23,11,17,17,37,34,N,Y,Y,N,Vietnamese,N,Average,97,11,17,N,"Lease, want to purchase",1234607,163837,1276188,15150,18769,8250,69,388,223,3
137,AKA-ONI JAPANESE CUISINE,Serafina Purdy,Restaurant,633 SILVER STAR BLVD,633 SILVER STAR BLVD,"NA",3241254681,8645795643,vfgdnc@da.sup,"NA",1-5 years,Over 20 years,11,23,2,38,9,28,N,N,Y,N,Japanese,Y,Average,109,11,19,Y,Own,3403494,929497,1131603,37887,4658,33106,142,214,279,4
138,AKAI,Malik Jaskolski,Restaurant,168 MAJOR ST,168 MAJOR ST,"NA",1287235794,9528543168,kfezm@yjrvdxsz.elk,"NA",11-20 years,Under 1 year,16,3,12,11,9,6,N,Y,Y,Y,Vietnamese,N,Average,94,12,22,N,Own,2007679,460437,3312628,7090,1118,30048,58,147,240,4
139,AKIRA BACK,Dee Thiel,Restaurant,80 BLUE JAYS WAY,80 BLUE JAYS WAY,"NA",8136797215,7522677312,za@fw.jqn,"NA",11-20 years,6-10 years,12,25,8,36,30,35,Y,N,N,N,American,N,Average,147,10,17,N,Lease,2303543,911554,1857090,2369,23829,25060,255,170,403,1
140,AKROPOLIS PATRIES + PIES,Diedra Welch,Restaurant,708 DANFORTH AVE,708 DANFORTH AVE,"NA",3496849421,9122575791,p@onbvqxwid.acm,"NA",1-5 years,1-5 years,28,5,27,31,2,9,Y,Y,N,N,Greek,N,Low-end,79,9,19,N,Own,549112,616046,1607968,26416,19842,1176,378,316,171,4
141,AL MAC'S BAR & GRILL,Romeo Konopelski,Restaurant,2459 KINGSTON RD,2459 KINGSTON RD,"NA",1546578279,3814955873,fgpj@rskbzcj.mqp,"NA",1-5 years,6-10 years,18,23,29,39,32,11,N,Y,Y,N,Mediterranean,N,Low-end,146,11,18,N,Own,1671829,998315,309268,21475,14802,7698,26,389,115,2
142,AL MANDI TORONTO,Beatris Batz,Restaurant,1328 DANFORTH AVE,1328 DANFORTH AVE,"NA",3145814182,6585325763,dzhgt@vxsbutfle.foa,"NA",Over 20 years,11-20 years,12,24,9,26,4,3,Y,Y,Y,N,Others,Y,Average,91,9,22,Y,"Lease, want to purchase",2669305,435062,1602024,30493,4850,33883,249,184,134,4
143,AL'S PIZZERIA & GRILL,Manda Harber,Restaurant,"448 KENNEDY RD, Flr-1","448 KENNEDY RD, Flr-1","NA",7482798261,1739483428,xmiyu@tgofum.ytv,"NA",Under 1 year,11-20 years,28,21,29,38,4,9,Y,Y,Y,N,Korean,Y,Average,59,10,21,Y,Lease,1543800,796759,1682968,36525,10930,32161,357,11,185,4
144,AL-ARUBA RESTAURANT,Ula Toy,Restaurant,377 ALBION RD,377 ALBION RD,"NA",4518657832,6156738265,drzwatnqho@a.bvj,"NA",11-20 years,6-10 years,14,10,21,38,7,38,N,N,N,N,Others,N,Low-end,140,10,19,N,Lease,52523,848848,3991545,20619,21030,22709,229,336,30,2
145,AL-MANI GRILL AND BIRYANI,Phylicia Parisian,Restaurant,2658 DANFORTH AVE,2658 DANFORTH AVE,"NA",7466244712,2914919142,ln@ryvgqlub.fpg,"NA",11-20 years,1-5 years,7,20,22,15,34,37,N,Y,Y,N,Indian,Y,Average,111,12,20,N,Lease,922137,852288,3399348,24830,20785,19281,164,202,417,3
146,AL-MEEZAN SPICY GRILL LTD.,Lorrie Leannon,Restaurant,670 REXDALE BLVD,670 REXDALE BLVD,"NA",5614567318,7911265924,vczw@z.rvl,"NA",6-10 years,6-10 years,21,18,4,36,8,12,Y,N,N,Y,Chinese,N,Low-end,81,10,19,N,Own,808152,52228,3783132,38397,16530,31621,212,423,153,4
147,ALAN,Millard Spinka,Restaurant,856 SHEPPARD AVE W,856 SHEPPARD AVE W,"NA",1385835914,9753265126,b@qatn.btu,"NA",11-20 years,Under 1 year,19,5,13,24,6,35,Y,Y,Y,N,Mediterranean,Y,High-end,29,10,18,N,Lease,2986195,338798,2832273,25834,137,877,472,44,51,3
148,ALBANY PIZZA,Doris Mayert,Restaurant,"222 LANSDOWNE AVE, Unit-B","222 LANSDOWNE AVE, Unit-B","NA",3152186357,3872536584,dlbzertm@ladwxnju.wjg,"NA",Under 1 year,6-10 years,15,17,28,31,1,20,Y,Y,Y,N,Mediterranean,N,High-end,113,11,18,N,Own,2001940,904195,2914945,17909,1137,7385,52,134,28,2
149,ALBASHA,Karri Kub,Restaurant,1348 KENNEDY RD,1348 KENNEDY RD,"NA",3656757561,1246488726,obrdlasnty@dzp.nlf,"NA",6-10 years,1-5 years,13,16,8,13,21,11,N,Y,N,N,Vietnamese,N,High-end,33,10,17,Y,Own,720124,557844,1375553,22470,14708,18171,456,121,47,1
150,ALBATROS PUB,Mercy Feil,Restaurant,3057 LAKE SHORE BLVD W,3057 LAKE SHORE BLVD W,"NA",1765298279,4812732786,ibzavpe@bjigne.aqf,"NA",1-5 years,Under 1 year,15,20,10,30,17,19,Y,N,N,N,Mexican,Y,Average,142,10,22,Y,Own,3108694,534612,3529127,39251,2697,22997,434,64,174,1
151,ALBERT'S REAL JAMAICAN FOODS,Myong Stracke,Restaurant,542 ST CLAIR AVE W,542 ST CLAIR AVE W,"NA",9126522798,2483563218,s@zxm.olm,"NA",1-5 years,1-5 years,22,10,15,37,2,8,N,N,Y,N,Korean,Y,Average,116,9,20,Y,Lease,2466458,748610,1606730,6915,18595,16702,484,332,89,1
152,ALBERTO'S SPORTS BAR & GRILL,Galen Lehner,Restaurant,2560 FINCH AVE W,2560 FINCH AVE W,"NA",4718136753,1937836793,gwajt@dcinupafbo.dna,"NA",11-20 years,Under 1 year,11,16,28,23,15,28,N,Y,Y,N,Mexican,Y,High-end,111,10,17,N,Lease,629753,234272,795434,32034,5740,39062,191,83,278,4
153,ALCHEMY RESTAURANT & BAR,Frances Bechtelar,Restaurant,890 COLLEGE ST,890 COLLEGE ST,"NA",8261433492,7133453579,s@op.jgl,"NA",Under 1 year,Over 20 years,20,3,1,9,5,33,Y,Y,Y,N,Mexican,N,Low-end,125,10,21,N,"Lease, want to purchase",1438917,133160,4226301,7109,14007,18968,106,108,216,2
154,ALCOVE COFFEE,Hildred Hartmann,Restaurant,34 CAWTHRA AVE,34 CAWTHRA AVE,"NA",9371321825,2634377158,jylfa@mysalxj.mqd,"NA",1-5 years,Under 1 year,5,2,28,27,34,30,Y,N,Y,Y,Japanese,N,Average,15,9,18,N,Lease,4491398,262303,2891014,2944,5279,16741,120,118,328,4
